Product,Price,Description,Category,Tags,Stock Status,Related Products
Cubone,£177.00,"Cubone pines for the mother it will never see again. Seeing a likeness of its mother in the full moon, it cries. The stains on the skull the Pokémon wears are made by the tears it sheds.","Categories: Lonely, Pokemon","Tags: cubone, Lonely, Rock Head",242 in stock,"Ivysaur, Blastoise, Metapod"
Marowak,£36.00,Marowak is the evolved form of a Cubone that has overcome its sadness at the loss of its mother and grown tough. This Pokémon’s tempered and hardened spirit is not easily broken.,"Categories: Bone Keeper, Pokemon","Tags: Bone Keeper, marowak, Rock Head",295 in stock,"Charmeleon, Ivysaur, Pidgey"
Hitmonlee,£73.00,"Hitmonlee’s legs freely contract and stretch. Using these springlike legs, it bowls over foes with devastating kicks. After battle, it rubs down its legs and loosens the muscles to overcome fatigue.","Categories: Kicking, Pokemon","Tags: hitmonlee, Kicking, Limber",269 in stock,"Spearow, Ivysaur, Arbok"
Hitmonchan,£91.00,Hitmonchan is said to possess the spirit of a boxer who had been working toward a world championship. This Pokémon has an indomitable spirit and will never give up in the face of adversity.,"Categories: Pokemon, Punching","Tags: hitmonchan, Keen Eye, Punching",163 in stock,"Charmeleon, Venusaur, Rattata"
Lickitung,£142.00,"Whenever Lickitung comes across something new, it will unfailingly give it a lick. It does so because it memorizes things by texture and by taste. It is somewhat put off by sour things.","Categories: Licking, Pokemon","Tags: Licking, lickitung, Oblivious",291 in stock,"Squirtle, Caterpie, Arbok"
Koffing,£38.00,"Koffing embodies toxic substances. It mixes the toxins with raw garbage to set off a chemical reaction that results in a terribly powerful poison gas. The higher the temperature, the more gas is concocted by this Pokémon.","Categories: Poison Gas, Pokemon","Tags: koffing, Levitate, Poison Gas",110 in stock,"Butterfree, Kakuna, Fearow"
Weezing,£48.00,"Weezing alternately shrinks and inflates its twin bodies to mix together toxic gases inside. The more the gases are mixed, the more powerful the toxins become. The Pokémon also becomes more putrid.","Categories: Poison Gas, Pokemon","Tags: Levitate, Poison Gas, weezing",117 in stock,"Arbok, Blastoise, Kakuna"
Rhyhorn,£124.00,"Rhyhorn’s brain is very small. It is so dense, while on a run it forgets why it started running in the first place. It apparently remembers sometimes if it demolishes something.","Categories: Pokemon, Spikes","Tags: rhyhorn, Rock Head, Spikes",138 in stock,"Charmander, Caterpie, Rattata"
Rhydon,£27.00,"Rhydon has a horn that serves as a drill. It is used for destroying rocks and boulders. This Pokémon occasionally rams into streams of magma, but the armor-like hide prevents it from feeling the heat.","Categories: Drill, Pokemon","Tags: Drill, rhydon, Rock Head",73 in stock,"Caterpie, Wartortle, Rattata"
Chansey,£176.00,"Chansey lays nutritionally excellent eggs on an everyday basis. The eggs are so delicious, they are easily and eagerly devoured by even those people who have lost their appetite.","Categories: Egg, Pokemon","Tags: chansey, Egg, Natural Cure",151 in stock,"Butterfree, Beedrill, Charmeleon"
Tangela,£64.00,"Tangela’s vines snap off easily if they are grabbed. This happens without pain, allowing it to make a quick getaway. The lost vines are replaced by newly grown vines the very next day.","Categories: Pokemon, Vine","Tags: Chlorophyll, tangela, Vine",91 in stock,"Fearow, Pidgeot, Kakuna"
Kangaskhan,£164.00,"If you come across a young Kangaskhan playing by itself, you must never disturb it or attempt to catch it. The baby Pokémon’s parent is sure to be in the area, and it will become violently enraged at you.","Categories: Parent, Pokemon","Tags: Early Bird, kangaskhan, Parent",35 in stock,"Squirtle, Raticate, Kakuna"
Horsea,£154.00,"If Horsea senses danger, it will reflexively spray a dense black ink from its mouth and try to escape. This Pokémon swims by cleverly flapping the fin on its back.","Categories: Dragon, Pokemon","Tags: Dragon, horsea, Swift Swim",88 in stock,"Beedrill, Squirtle, Pidgeotto"
Seadra,£51.00,"Seadra generates whirlpools by spinning its body. The whirlpools are strong enough to swallow even fishing boats. This Pokémon weakens prey with these currents, then swallows it whole.","Categories: Dragon, Pokemon","Tags: Dragon, Poison Point, seadra",45 in stock,"Arbok, Kakuna, Pidgey"
Goldeen,£170.00,"Goldeen loves swimming wild and free in rivers and ponds. If one of these Pokémon is placed in an aquarium, it will shatter even the thickest glass with one ram of its horn and make its escape.","Categories: Goldfish, Pokemon","Tags: goldeen, Goldfish, Swift Swim",117 in stock,"Spearow, Caterpie, Arbok"
Seaking,£129.00,Seaking is very protective of its eggs. The male and female will take turns patrolling around their nest and eggs. The guarding of eggs by these Pokémon goes on for over a month.,"Categories: Goldfish, Pokemon","Tags: Goldfish, seaking, Swift Swim",226 in stock,"Pidgeot, Squirtle, Pidgeotto"
Staryu,£166.00,"Staryu apparently communicates with the stars in the night sky by flashing the red core at the center of its body. If parts of its body are torn, this Pokémon simply regenerates the missing pieces and limbs.","Categories: Pokemon, Star Shape","Tags: Natural Cure, Star Shape, staryu",292 in stock,"Arbok, Fearow, Rattata"
Starmie,£176.00,Starmie swims through water by spinning its star-shaped body as if it were a propeller on a ship. The core at the center of this Pokémon’s body glows in seven colors.,"Categories: Mysterious, Pokemon","Tags: Mysterious, Natural Cure, starmie",283 in stock,"Pidgey, Ekans, Weedle"
Mr-mime,£144.00,"Mr. Mime is a master of pantomime. Its gestures and motions convince watchers that something unseeable actually exists. Once the watchers are convinced, the unseeable thing exists as if it were real.","Categories: Barrier, Pokemon","Tags: Barrier, mr-mime, Soundproof",105 in stock,"Raticate, Blastoise, Ekans"
Scyther,£85.00,"Scyther is blindingly fast. Its blazing speed enhances the effectiveness of the twin scythes on its forearms. This Pokémon’s scythes are so effective, they can slice through thick logs in one wicked stroke.","Categories: Mantis, Pokemon","Tags: Mantis, scyther, Swarm",139 in stock,"Charizard, Pidgeot, Charmeleon"
Jynx,£138.00,"Jynx walks rhythmically, swaying and shaking its hips as if it were dancing. Its motions are so bouncingly alluring, people seeing it are compelled to shake their hips without giving any thought to what they are doing.","Categories: Human Shape, Pokemon","Tags: Human Shape, jynx, Oblivious",197 in stock,"Charizard, Butterfree, Pidgeotto"
Electabuzz,£125.00,"When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods.","Categories: Electric, Pokemon","Tags: electabuzz, Electric, Static",63 in stock,"Fearow, Wartortle, Metapod"
Magmar,£130.00,"In battle, Magmar blows out intensely hot flames from all over its body to intimidate its opponent. This Pokémon’s fiery bursts create heat waves that ignite grass and trees in its surroundings.","Categories: Pokemon, Spitfire","Tags: Flame Body, magmar, Spitfire",16 in stock,"Butterfree, Beedrill, Wartortle"
Pinsir,£141.00,"Pinsir has a pair of massive horns. Protruding from the surface of these horns are thorns. These thorns are driven deeply into the foe’s body when the pincer closes, making it tough for the foe to escape.","Categories: Pokemon, Stag Beetle","Tags: Hyper Cutter, pinsir, Stag Beetle",29 in stock,"Weedle, Charmander, Pidgeot"
Tauros,£63.00,"This Pokémon is not satisfied unless it is rampaging at all times. If there is no opponent for Tauros to battle, it will charge at thick trees and knock them down to calm itself.","Categories: Pokemon, Wild Bull","Tags: Intimidate, tauros, Wild Bull",298 in stock,"Fearow, Kakuna, Beedrill"
Magikarp,£43.00,"Magikarp is virtually useless in battle as it can only splash around. As a result, it is considered to be weak. However, it is actually a very hardy Pokémon that can survive in any body of water no matter how polluted it is.","Categories: Fish, Pokemon","Tags: Fish, magikarp, Swift Swim",126 in stock,"Beedrill, Blastoise, Feebas"
Gyarados,£79.00,"Once Gyarados goes on a rampage, its ferociously violent blood doesn’t calm until it has burned everything down. There are records of this Pokémon’s rampages lasting a whole month.","Categories: Atrocious, Pokemon","Tags: Atrocious, gyarados, Intimidate",100 in stock,"Arbok, Ivysaur, Blastoise"
Lapras,£172.00,"People have driven Lapras almost to the point of extinction. In the evenings, this Pokémon is said to sing plaintively as it seeks what few others of its kind still remain.","Categories: Pokemon, Transport","Tags: lapras, Transport, Water Absorb",89 in stock,"Butterfree, Arbok, Ekans"
Ditto,£75.00,"Ditto rearranges its cell structure to transform itself into other shapes. However, if it tries to transform itself into something by relying on its memory, this Pokémon manages to get details wrong.","Categories: Pokemon, Transform","Tags: ditto, Limber, Transform",177 in stock,"Ekans, Beedrill, Ivysaur"
Eevee,£112.00,Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve.,"Categories: Evolution, Pokemon","Tags: eevee, Evolution, Run Away",234 in stock,"Caterpie, Pidgeot, Fearow"
Vaporeon,£147.00,Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water.,"Categories: Bubble Jet, Pokemon","Tags: Bubble Jet, vaporeon, Water Absorb",226 in stock,"Charmander, Ivysaur, Raticate"
Jolteon,£158.00,"Jolteon’s cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokémon to drop thunderbolts. The bristling fur is made of electrically charged needles.","Categories: Lightning, Pokemon","Tags: jolteon, Lightning, Volt Absorb",37 in stock,"Wartortle, Caterpie, Pidgeot"
Flareon,£34.00,"Flareon’s fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot. This Pokémon’s body temperature can rise to a maximum of 1,650 degrees Fahrenheit.","Categories: Flame, Pokemon","Tags: Flame, flareon, Flash Fire",142 in stock,"Pidgey, Kakuna, Rattata"
Porygon,£178.00,Porygon is capable of reverting itself entirely back to program data and entering cyberspace. This Pokémon is copy protected so it cannot be duplicated by copying.,"Categories: Pokemon, Virtual","Tags: porygon, Trace, Virtual",156 in stock,"Pidgey, Rattata, Ekans"
Omanyte,£162.00,"Omanyte is one of the ancient and long-since-extinct Pokémon that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell.","Categories: Pokemon, Spiral","Tags: omanyte, Shell Armor, Spiral",13 in stock,"Fearow, Raticate, Pidgey"
Omastar,£61.00,"Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous.","Categories: Pokemon, Spiral","Tags: omastar, Shell Armor, Spiral",249 in stock,"Arbok, Rattata, Kakuna"
Kabuto,£79.00,"Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years.","Categories: Pokemon, Shellfish","Tags: kabuto, Shellfish, Swift Swim",187 in stock,"Blastoise, Rattata, Charmeleon"
Kabutops,£57.00,Kabutops swam underwater to hunt for its prey in ancient times. The Pokémon was apparently evolving from being a water dweller to living on land as evident from the beginnings of change in its gills and legs.,"Categories: Pokemon, Shellfish","Tags: kabutops, Shellfish, Swift Swim",228 in stock,"Ivysaur, Spearow, Venusaur"
Aerodactyl,£56.00,Aerodactyl is a Pokémon from the age of dinosaurs. It was regenerated from genetic material extracted from amber. It is imagined to have been the king of the skies in ancient times.,"Categories: Fossil, Pokemon","Tags: aerodactyl, Fossil, Rock Head",257 in stock,"Charmander, Arbok, Beedrill"
Snorlax,£134.00,Snorlax’s typical day consists of nothing more than eating and sleeping. It is such a docile Pokémon that there are children who use its expansive belly as a place to play.,"Categories: Pokemon, Sleeping","Tags: Sleeping, snorlax, Thick Fat",260 in stock,"Charmeleon, Pidgeot, Venusaur"
Articuno,£77.00,"Articuno is a legendary bird Pokémon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokémon flies, snow will fall.","Categories: Freeze, Pokemon","Tags: articuno, Freeze, Pressure",101 in stock,"Pidgeot, Ivysaur, Charmander"
